CustomerID,TotalOrder,TotalRevenue,FirstPurchase,LastPurchase,Customer_lifetime,AvgOrderValue,PurchaseFrequency,CLV,CLV_Segment,DaysSinceLastPurchase,Churn,Churn_Probability,CLV_Normalized,Retention_Priority_Score,Retention_Priority_Rank
12401.0,1,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,1,84.3,365.0,84.3,Low Value,302,1,0.9999999998481475,0.0003008499600222864,0.0003008499599766016,1532.0
12402.0,1,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,1,225.6,365.0,225.6,Low Value,322,1,0.999999999981346,0.0008051216011984319,0.0008051216011834132,1008.0
12403.0,1,427.7,2011-10-21 10:51:00,2011-10-21 10:51:00,1,427.7,365.0,427.7,Medium Value,49,0,0.0070852587911969574,0.0015263763689386937,1.081477158669817e-05,2276.0
12405.0,1,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1710.39,365.0,1710.3900000000003,High Value,148,1,0.9942686575318913,0.006104042267171038,0.00606905791049807,71.0
12406.0,2,3415.3,2011-06-09 10:23:00,2011-11-17 19:22:00,161,1707.65,4.534161490683229,3415.3,High Value,21,0,0.0002201429854778314,0.012188527502539914,2.683218832987793e-06,2723.0
12407.0,5,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,214,341.62,8.528037383177569,1708.0999999999997,High Value,49,0,0.00781227760241781,0.0060958697119106444,4.7622626417616637e-05,1939.0
12408.0,5,2888.55,2011-03-24 14:46:00,2011-11-07 12:27:00,227,577.71,8.039647577092511,2888.55,High Value,32,0,0.0011054073039727557,0.010308661352578593,1.1395269553322044e-05,2264.0
12409.0,3,11072.67,2011-06-10 12:19:00,2011-09-22 10:38:00,103,3690.89,10.63106796116505,11072.67,High Value,78,0,0.03934523897919431,0.03951616046073511,0.0015547727768678119,558.0
12410.0,2,693.3299999999999,2011-02-04 10:38:00,2011-02-04 10:39:00,1,346.66,730.0,693.32,Medium Value,300,1,0.9999999997026063,0.0024743214031156774,0.00247432140237983,311.0
12412.0,3,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,94,408.96,11.648936170212766,1226.88,High Value,74,0,0.11472912152598796,0.0043784910907727495,0.0005023404364537223,1297.0
12413.0,3,758.1,2011-01-06 16:12:00,2011-10-04 09:00:00,270,252.7,4.055555555555555,758.0999999999998,Medium Value,66,0,0.04984271323322914,0.002705508359346326,0.00013484987730500318,1726.0
12414.0,3,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,93,187.47,11.774193548387096,562.41,Medium Value,216,1,0.9999985360288892,0.002007129608732314,0.0020071266703525514,422.0
12415.0,21,124914.53,2011-01-06 11:12:00,2011-11-15 14:22:00,313,5948.31,24.488817891373802,124914.51,High Value,23,0,1.9958052273184815e-05,0.4457950811352727,8.897201532426438e-06,2321.0
12417.0,9,3649.1,2010-12-17 11:51:00,2011-12-06 14:52:00,354,405.46,9.279661016949154,3649.1400000000003,High Value,2,0,3.8900433502592164e-05,0.013023056027470063,5.066025249971312e-07,3577.0
12418.0,1,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,1,668.58,365.0,668.58,Medium Value,112,1,0.8533022283813143,0.002386029255892055,0.0020360040810356995,417.0
12420.0,1,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,365.0,600.39,Medium Value,63,0,0.02901934696695855,0.002142672686806412,6.217896213506057e-05,1873.0
12421.0,4,807.04,2011-01-24 15:09:00,2011-11-24 09:07:00,303,201.76,4.818481848184819,807.04,Medium Value,15,0,0.00020531287288490222,0.0028801655010247448,5.913350533993742e-07,3482.0
12422.0,3,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,229,267.85,4.781659388646288,803.55,Medium Value,95,1,0.5526435054487996,0.002867710384055851,0.0015848215192565487,551.0
12423.0,8,1859.31,2010-12-21 10:54:00,2011-12-09 10:10:00,352,232.41,8.295454545454545,1859.28,High Value,0,0,3.495270697644372e-05,0.00663540111115346,2.3192523070931597e-07,3981.0
12424.0,2,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,1,880.48,730.0,1760.96,High Value,162,1,0.9988205322907705,0.0062845165551701715,0.00627710417082523,68.0
12425.0,1,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,1,777.2,365.0,777.2,Medium Value,77,0,0.11105180393764684,0.002773672466539988,0.0003080213309414481,1525.0
12426.0,1,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,1,582.73,365.0,582.73,Medium Value,194,1,0.9999769536207039,0.002079647653662953,0.0020795997253143248,402.0
12427.0,3,825.8,2010-12-03 10:44:00,2011-11-18 08:56:00,349,275.27,3.1375358166189113,825.8100000000001,Medium Value,11,0,0.0001277766867330257,0.002947151903748569,3.7657730555992114e-07,3753.0
12428.0,9,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,257,884.05,12.782101167315176,7956.45,High Value,25,0,0.00039667736696749216,0.02839499008801092,1.126364990318021e-05,2265.0
12429.0,4,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,356,937.6,4.101123595505618,3750.4,High Value,8,0,6.518699252402335e-05,0.013384432859639181,8.724909247595917e-07,3276.0
12430.0,1,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,365.0,256.4,Low Value,42,0,0.0036191817773779996,0.0009150406850499908,3.311698572892408e-06,2654.0
12431.0,15,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,338,432.5,16.198224852071004,6487.499999999999,High Value,35,0,0.0011879829820629563,0.02315259923659054,2.7504893883593358e-05,2052.0
12432.0,5,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,129,1011.86,14.147286821705427,5059.3,High Value,42,0,0.002811487505024593,0.01805563704318806,5.0763197942182415e-05,1926.0
12433.0,7,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,372,1910.84,6.868279569892473,13375.879999999997,High Value,0,0,1.5763979240571485e-05,0.04773585958793475,7.525070995750386e-07,3346.0
12434.0,2,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,175,403.07,4.171428571428572,806.14,Medium Value,84,0,0.2722857706973919,0.002876953579743368,0.0007833535227210435,1020.0
12435.0,2,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,188,3914.94,3.882978723404255,7829.88,High Value,79,0,0.0383029472851764,0.02794328689180664,0.0010703102447914305,854.0
12436.0,1,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01,365.0,509.01,Medium Value,99,1,0.6059651023232838,0.001816555612703962,0.0011007693077280918,817.0
12437.0,18,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,329,275.08,19.969604863221885,4951.4400000000005,High Value,1,0,3.0195001685521393e-05,0.017670706121622182,5.33567001126735e-07,3543.0
12438.0,2,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,125,1453.42,5.84,2906.8399999999997,High Value,13,0,0.00010715459284511586,0.010373934730619015,1.1116147522612872e-06,3123.0
12441.0,1,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,365.0,173.55,Low Value,366,1,0.9999999999998446,0.0006193654870921448,0.0006193654870920485,1175.0
12442.0,1,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,365.0,172.06,Low Value,2,0,4.982193883821995e-05,0.0006140479729707545,3.059306055308187e-08,4322.0
12444.0,5,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,149,1001.09,12.248322147651006,5005.449999999999,High Value,20,0,0.0002587368099120759,0.017863457086519017,4.6219339005671965e-06,2528.0
12445.0,1,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,1,133.4,365.0,133.4,Low Value,21,0,0.0003967598270772883,0.00047607810992850543,1.8888866857051606e-07,4061.0
12446.0,1,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.31,365.0,1002.31,Medium Value,57,0,0.012701568672652184,0.003577045355040781,4.5434087222241994e-05,1949.0
12447.0,1,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,365.0,476.49,Medium Value,242,1,0.9999998786725698,0.0017004981904035499,0.0017004979840864742,509.0
12448.0,1,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,365.0,449.45,Medium Value,43,0,0.003674875840785736,0.0016039977999052978,5.894492763545452e-06,2453.0
12449.0,4,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,164,1016.82,8.902439024390244,4067.2799999999997,High Value,21,0,0.00029090999333337086,0.014515314654797686,4.222650089458975e-06,2561.0
12450.0,2,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,17,98.94,42.94117647058823,197.88,Low Value,155,1,0.99901698977352,0.0007061944257320288,0.000705500229389651,1089.0
12451.0,5,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,313,1807.1,5.830670926517572,9035.499999999998,High Value,10,0,5.347173507432082e-05,0.03224590526431042,1.7242445035248537e-06,2910.0
12452.0,2,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,1,215.28,730.0,430.56,Medium Value,16,0,0.00015974186136352247,0.0015365831410106244,2.4545665108484507e-07,3956.0
12453.0,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,365.0,707.09,Medium Value,133,1,0.9822821445472331,0.0025234637987207416,0.0024787534318947172,309.0
12454.0,1,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,1,3528.34,365.0,3528.34,High Value,52,0,0.0022150812586765514,0.012591944815480831,2.7892180971060955e-05,2047.0
12455.0,6,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,223,411.14,9.820627802690584,2466.84,High Value,72,0,0.08171242602723819,0.008803662104168173,0.0007193685884556419,1074.0
12456.0,3,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,210,1060.35,5.214285714285714,3181.05,High Value,43,0,0.0030605075916868593,0.011352535769026029,3.474452190600078e-05,1997.0
12457.0,7,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,172,337.6,14.854651162790699,2363.2000000000003,High Value,57,0,0.017969050110907537,0.008433791524610525,0.0001515472225306738,1701.0
12458.0,2,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,213,473.7,3.427230046948357,947.4,Medium Value,70,0,0.07190757446702893,0.003381082468862564,0.00024312543940890085,1595.0
12461.0,2,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,60,413.44,12.166666666666666,826.88,Medium Value,93,1,0.5144693719710327,0.002950970521271983,0.001518183950783828,572.0
12462.0,2,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,284,594.79,2.5704225352112675,1189.58,Medium Value,1,0,3.976409905751317e-05,0.004245374797666802,1.6881350399069264e-07,4099.0
12463.0,4,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,188,336.2,7.76595744680851,1344.8,High Value,45,0,0.005313320442696394,0.004799324154661574,2.5500347142089932e-05,2070.0
12464.0,8,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,299,151.51,9.765886287625419,1212.08,High Value,9,0,9.968121299353433e-05,0.00432567282970122,4.311883146777917e-07,3670.0
12465.0,2,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,152,371.1,4.802631578947368,742.2,Medium Value,7,0,9.259217823423539e-05,0.002648764416708671,2.452548669723898e-07,3957.0
12468.0,2,729.5400000000001,2011-01-27 13:29:00,2011-06-05 11:36:00,128,364.77,5.703125,729.54,Medium Value,142,1,0.9952471440730172,0.0026035833906839717,0.0025912089339341655,291.0
12471.0,30,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,362,660.8,30.248618784530386,19823.999999999996,High Value,1,0,1.8228532688199156e-05,0.07074791942445793,1.2896307618508116e-06,3046.0
12472.0,7,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,336,938.87,7.604166666666666,6572.089999999999,High Value,30,0,0.0006625669097861727,0.023454484149025717,1.5540165083248738e-05,2178.0
12473.0,5,3938.5499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,162,787.71,11.265432098765432,3938.55,High Value,28,0,0.0006758645799441744,0.014055902847518103,9.499886873773947e-06,2309.0
12474.0,18,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,312,409.77,21.05769230769231,7375.86,High Value,16,0,0.000145047941733968,0.026322979669394796,3.8180940213508005e-06,2605.0
12475.0,1,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,1,723.38,365.0,723.38,Medium Value,53,0,0.009452593816348843,0.00258159957391366,2.4402812168665072e-05,2078.0
12476.0,11,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,345,619.67,11.63768115942029,6816.37,High Value,0,0,2.7047844577947174e-05,0.024326270960819837,6.579731961092847e-07,3425.0
12477.0,6,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,278,2203.29,7.8776978417266195,13219.74,High Value,22,0,0.00016165087567652372,0.04717862693363013,7.6264663570373385e-06,2370.0
12478.0,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99,365.0,680.99,Medium Value,3,0,4.345625943622535e-05,0.002430318081560816,1.056125330648563e-07,4208.0
12479.0,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,365.0,527.2,Medium Value,3,0,4.6794760205626564e-05,0.0018814721106020095,8.804303624919514e-08,4236.0
12480.0,4,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,307,820.41,4.755700325732899,3281.6400000000003,High Value,27,0,0.0005570549068855547,0.011711521504241235,6.523960521033272e-06,2421.0
12481.0,10,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,342,559.63,10.67251461988304,5596.299999999999,High Value,22,0,0.0003093321990561351,0.019972083407742838,6.178008480249641e-06,2436.0
12483.0,8,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,322,310.62,9.068322981366459,2484.9599999999996,High Value,16,0,0.00019400771420869587,0.008868328785966556,1.7205241966165504e-06,2913.0
12484.0,6,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,303,756.95,7.227722772277228,4541.7,High Value,32,0,0.0009407786449160076,0.01620842542625407,1.5248540508733466e-05,2182.0
12488.0,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,65,432.89,16.846153846153847,1298.67,High Value,9,0,0.00011445731088897687,0.004634695344983899,5.304747659765161e-07,3546.0
12489.0,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93,365.0,334.93,Low Value,335,1,0.9999999999951861,0.0011952986608572288,0.0011952986608514747,731.0
12490.0,10,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,324,541.79,11.265432098765432,5417.9,High Value,4,0,4.500061501230904e-05,0.019335409233745496,8.701053070332265e-07,3278.0
12491.0,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.4,365.0,460.4,Medium Value,38,0,0.002130981882967491,0.0016430761754953813,3.501365562316171e-06,2631.0
12492.0,2,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,42,131.61,17.38095238095238,263.21999999999997,Low Value,62,0,0.04093098646086494,0.0009393799107599789,3.844974640892521e-05,1982.0
12493.0,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,31,216.87,23.548387096774192,433.73999999999995,Medium Value,165,1,0.9996496587815625,0.0015479319295381552,0.0015473896251799026,559.0
12494.0,7,1246.1000000000001,2010-12-09 11:31:00,2011-11-24 09:34:00,349,178.01,7.320916905444126,1246.0700000000002,High Value,9,0,9.762751103215938e-05,0.004446976390094549,4.3414723658370786e-07,3664.0
12497.0,1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1043.1,365.0,1043.1,Medium Value,81,0,0.14491554836456266,0.0037226167651156217,0.0005394650498678447,1264.0
12498.0,3,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,36,134.57,30.416666666666664,403.7099999999999,Medium Value,20,0,0.0004381494678168181,0.0014407608227828851,6.312685877536421e-07,3449.0
12500.0,11,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,310,387.07,12.951612903225806,4257.7699999999995,High Value,22,0,0.00033474533565783313,0.015195135638008188,5.086500779511354e-06,2497.0
12501.0,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2169.39,365.0,2169.39,High Value,314,1,0.9999999998869809,0.007742122120673166,0.007742122119798157,46.0
12502.0,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,214,744.77,8.528037383177569,3723.8499999999995,High Value,95,1,0.4852345748221806,0.013289681181838564,0.00644861279779177,66.0
12504.0,2,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,12,241.02,60.83333333333333,482.03999999999996,Medium Value,17,0,0.00030540729551071843,0.0017203050383053726,5.253937092023068e-07,3555.0
12506.0,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,365.0,73.5,Low Value,232,1,0.9999997050040996,0.0002623069046457657,0.0002623068272663042,1572.0
12507.0,3,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,164,434.94,6.676829268292683,1304.82,High Value,133,1,0.9864392181046718,0.004656643473739973,0.004593495747228281,129.0
12508.0,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,2,199.14,365.0,398.28,Medium Value,25,0,0.0005781325766205864,0.0014213822310519123,8.217473716007598e-07,3309.0
12509.0,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5,365.0,176.5,Low Value,283,1,0.9999999987587151,0.0006298934512922129,0.0006298934505103357,1166.0
12510.0,2,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,182,491.28,4.010989010989011,982.56,Medium Value,142,1,0.9947691493539508,0.003506561526921681,0.003488219227293171,202.0
12512.0,2,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,1,69.02,730.0,138.04,Low Value,65,0,0.033326980286563876,0.0004926373485347142,1.6418115203041518e-05,2167.0
12513.0,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.29,365.0,612.29,Medium Value,84,0,0.22391944708432276,0.0021851414237490595,0.0004892956594069393,1309.0
12514.0,1,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1017.68,365.0,1017.6799999999998,Medium Value,266,1,0.9999999882818423,0.0036318978329238478,0.0036318977903646962,190.0
12515.0,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,365.0,383.7,Low Value,352,1,0.9999999999992173,0.0013693491062936095,0.0013693491062925377,636.0
12516.0,2,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,102,656.03,7.1568627450980395,1312.0600000000002,High Value,77,0,0.14000961546567603,0.004682481596047937,0.0006555924476877767,1136.0
12517.0,5,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,161,500.57,11.335403726708075,2502.85,High Value,27,0,0.0006968386548383557,0.00893217464343748,6.224284563314243e-06,2434.0
